act,scene,character,dialogue,line_number
Act I,Scene I,[stage direction],"Dead March. Enter the Funeral of KING HENRY the  Fifth, attended on by Dukes of BEDFORD, Regent of  France; GLOUCESTER, Protector; and EXETER, Earl of WARWICK, the BISHOP OF WINCHESTER, Heralds,  &amp; c",NA
Act I,Scene I,Bedford,"Hung be the heavens with black, yield day to night!",1
Act I,Scene I,Bedford,"Comets, importing change of times and states,",2
Act I,Scene I,Bedford,"Brandish your crystal tresses in the sky,",3
Act I,Scene I,Bedford,And with them scourge the bad revolting stars,4
Act I,Scene I,Bedford,That have consented unto Henry's death!,5
Act I,Scene I,Bedford,"King Henry the Fifth, too famous to live long!",6
Act I,Scene I,Bedford,England ne'er lost a king of so much worth.,7
Act I,Scene I,Gloucester,England ne'er had a king until his time.,8
Act I,Scene I,Gloucester,"Virtue he had, deserving to command:",9
Act I,Scene I,Gloucester,His brandish'd sword did blind men with his beams:,10
Act I,Scene I,Gloucester,His arms spread wider than a dragon's wings;,11
Act I,Scene I,Gloucester,"His sparking eyes, replete with wrathful fire,",12
Act I,Scene I,Gloucester,More dazzled and drove back his enemies,13
Act I,Scene I,Gloucester,Than mid-day sun fierce bent against their faces.,14
Act I,Scene I,Gloucester,What should I say? his deeds exceed all speech:,15
Act I,Scene I,Gloucester,He ne'er lift up his hand but conquered.,16
Act I,Scene I,Exeter,We mourn in black: why mourn we not in blood?,17
Act I,Scene I,Exeter,Henry is dead and never shall revive:,18
Act I,Scene I,Exeter,"Upon a wooden coffin we attend,",19
Act I,Scene I,Exeter,And death's dishonourable victory,20
Act I,Scene I,Exeter,"We with our stately presence glorify,",21
Act I,Scene I,Exeter,Like captives bound to a triumphant car.,22
Act I,Scene I,Exeter,What! shall we curse the planets of mishap,23
Act I,Scene I,Exeter,That plotted thus our glory's overthrow?,24
Act I,Scene I,Exeter,Or shall we think the subtle-witted French,25
Act I,Scene I,Exeter,"Conjurers and sorcerers, that afraid of him",26
Act I,Scene I,Exeter,By magic verses have contrived his end?,27
Act I,Scene I,Exeter,BISHOP,28
Act I,Scene I,Of Winchester,He was a king bless'd of the King of kings.,29
Act I,Scene I,Of Winchester,Unto the French the dreadful judgement-day,30
Act I,Scene I,Of Winchester,So dreadful will not be as was his sight.,31
Act I,Scene I,Of Winchester,The battles of the Lord of hosts he fought:,32
Act I,Scene I,Of Winchester,The church's prayers made him so prosperous.,33
Act I,Scene I,Gloucester,"The church! where is it? Had not churchmen pray'd,",34
Act I,Scene I,Gloucester,His thread of life had not so soon decay'd:,35
Act I,Scene I,Gloucester,"None do you like but an effeminate prince,",36
Act I,Scene I,Gloucester,"Whom, like a school-boy, you may over-awe.",37
Act I,Scene I,Gloucester,BISHOP,38
Act I,Scene I,Of Winchester,"Gloucester, whate'er we like, thou art protector",39
Act I,Scene I,Of Winchester,And lookest to command the prince and realm.,40
Act I,Scene I,Of Winchester,"Thy wife is proud; she holdeth thee in awe,",41
Act I,Scene I,Of Winchester,More than God or religious churchmen may.,42
Act I,Scene I,Gloucester,"Name not religion, for thou lovest the flesh,",43
Act I,Scene I,Gloucester,And ne'er throughout the year to church thou go'st,44
Act I,Scene I,Gloucester,Except it be to pray against thy foes.,45
Act I,Scene I,Bedford,"Cease, cease these jars and rest your minds in peace:",46
Act I,Scene I,Bedford,"Let's to the altar: heralds, wait on us:",47
Act I,Scene I,Bedford,"Instead of gold, we'll offer up our arms:",48
Act I,Scene I,Bedford,Since arms avail not now that Henry's dead.,49
Act I,Scene I,Bedford,"Posterity, await for wretched years,",50
Act I,Scene I,Bedford,"When at their mothers' moist eyes babes shall suck,",51
Act I,Scene I,Bedford,"Our isle be made a nourish of salt tears,",52
Act I,Scene I,Bedford,And none but women left to wail the dead.,53
Act I,Scene I,Bedford,"Henry the Fifth, thy ghost I invocate:",54
Act I,Scene I,Bedford,"Prosper this realm, keep it from civil broils,",55
Act I,Scene I,Bedford,Combat with adverse planets in the heavens!,56
Act I,Scene I,Bedford,A far more glorious star thy soul will make,57
Act I,Scene I,Bedford,Than Julius Caesar or bright--,58
Act I,Scene I,[stage direction],Enter a Messenger,NA
Act I,Scene I,Messenger,"My honourable lords, health to you all!",59
Act I,Scene I,Messenger,"Sad tidings bring I to you out of France,",60
Act I,Scene I,Messenger,"Of loss, of slaughter and discomfiture:",61
Act I,Scene I,Messenger,"Guienne, Champagne, Rheims, Orleans,",62
Act I,Scene I,Messenger,"Paris, Guysors, Poictiers, are all quite lost.",63
Act I,Scene I,Bedford,"What say'st thou, man, before dead Henry's corse?",64
Act I,Scene I,Bedford,"Speak softly, or the loss of those great towns",65
Act I,Scene I,Bedford,Will make him burst his lead and rise from death.,66
Act I,Scene I,Gloucester,Is Paris lost? is Rouen yielded up?,67
Act I,Scene I,Gloucester,"If Henry were recall'd to life again,",68
